DATE,Dubai,Texas,UK
15-04-23,25.7,24.4,6.1
16-04-23,24.9,17.4,10.8
17-04-23,25.8,17.1,9.4
18-04-23,25.8,19.2,7.4
19-04-23,25.7,22.6,7.9
20-04-23,25.9,22.8,7.7
21-04-23,27.2,20.9,8.8
22-04-23,28.1,19.8,8.3
23-04-23,27.9,14.9,6.9
24-04-23,29.3,16.8,5.2
25-04-23,30.2,19.6,4.6
26-04-23,29.3,22.3,5.6
27-04-23,27.9,19.2,8.0
28-04-23,27.8,20.6,9.4
29-04-23,28.6,16.0,6.4
30-04-23,30.5,20.2,9.8
01-05-23,31.8,20.9,9.0
02-05-23,29.6,21.2,7.9
03-05-23,27.4,23.3,8.6
04-05-23,28.1,23.1,8.6
05-05-23,27.9,26.7,8.6
06-05-23,28.6,24.8,8.7
07-05-23,29.2,24.3,9.2
08-05-23,31.2,23.1,12.1
09-05-23,34.1,20.6,13.8
10-05-23,33.9,21.1,11.2
11-05-23,33.5,26.3,10.6
12-05-23,33.8,26.9,10.1
13-05-23,32.4,25.2,9.9
14-05-23,33.8,23.3,11.1
15-05-23,30.7,25.3,10.0
16-05-23,30.9,24.3,11.2
17-05-23,33.9,24.2,12.1
18-05-23,34.1,25.0,13.1
19-05-23,36.3,26.7,13.0
20-05-23,36.4,25.9,12.9
21-05-23,35.3,22.4,11.2
22-05-23,34.5,23.6,11.3
23-05-23,34.4,23.9,12.8
24-05-23,33.7,24.1,13.7
25-05-23,34.4,24.0,12.7
26-05-23,34.9,25.3,12.6
27-05-23,34.3,25.3,14.6
28-05-23,32.3,25.1,10.4
29-05-23,33.4,25.3,10.2
30-05-23,34.8,24.8,11.4
31-05-23,34.1,25.0,11.7
01-06-23,33.0,25.4,10.9
02-06-23,32.4,26.4,10.8
03-06-23,33.2,27.2,11.7
04-06-23,33.6,24.2,11.7
05-06-23,36.8,24.2,11.4
06-06-23,37.8,22.9,11.8
07-06-23,35.1,25.2,11.6
08-06-23,33.4,24.6,11.8
09-06-23,35.8,27.0,12.4
10-06-23,35.6,26.7,13.1
11-06-23,35.2,27.4,13.8
12-06-23,36.2,28.0,15.4
13-06-23,36.0,28.0,15.4
14-06-23,35.2,28.9,16.8
15-06-23,34.7,29.8,15.0
16-06-23,34.1,29.6,15.3
17-06-23,33.2,29.9,16.3
18-06-23,33.4,29.9,16.3
19-06-23,35.0,30.2,18.6
20-06-23,36.7,29.8,15.9
21-06-23,36.4,29.7,17.9
22-06-23,35.6,28.6,16.8
23-06-23,34.6,29.0,16.3
24-06-23,35.7,29.8,21.1
25-06-23,35.4,30.4,17.7
26-06-23,35.8,30.1,15.7
27-06-23,37.6,30.3,15.2
28-06-23,36.3,29.9,16.5
29-06-23,36.3,29.7,14.4
30-06-23,35.4,29.8,14.6
01-07-23,35.2,30.1,15.9
02-07-23,34.7,28.1,14.1
03-07-23,34.7,29.2,13.8
04-07-23,35.2,28.4,11.5
05-07-23,35.1,28.9,14.6
06-07-23,36.4,25.9,14.2
07-07-23,38.8,27.4,17.6
08-07-23,39.4,29.2,15.2
09-07-23,39.3,30.2,17.5
10-07-23,38.7,30.3,16.2
11-07-23,38.1,30.3,15.8
12-07-23,36.4,30.2,15.1
13-07-23,37.1,30.6,15.8
14-07-23,39.5,30.4,14.1
15-07-23,40.6,30.9,15.7
16-07-23,39.8,30.9,15.7
17-07-23,37.1,30.4,14.2
18-07-23,36.4,30.5,13.7
19-07-23,36.2,30.2,14.7
20-07-23,36.3,30.0,13.8
21-07-23,38.7,30.1,13.8
22-07-23,38.9,30.3,13.5
23-07-23,38.4,29.2,13.9
24-07-23,37.8,30.1,13.1
25-07-23,38.7,29.6,13.3
26-07-23,38.2,29.4,13.2
27-07-23,37.2,29.3,14.8
28-07-23,37.8,29.1,17.2
29-07-23,36.7,29.4,16.1
30-07-23,35.7,30.8,16.0
31-07-23,35.6,31.7,14.1
01-08-23,36.2,31.9,15.1
02-08-23,38.2,30.9,15.1
03-08-23,39.4,30.8,16.4
04-08-23,39.2,31.1,14.5
05-08-23,40.3,31.1,13.3
06-08-23,40.4,30.9,12.9
07-08-23,39.2,31.3,14.2
08-08-23,37.3,30.8,14.7
09-08-23,38.1,31.2,14.8
10-08-23,40.1,31.6,18.0
11-08-23,39.9,31.2,18.6
12-08-23,38.9,31.3,16.8
13-08-23,38.2,30.8,16.5
14-08-23,37.2,31.3,16.0
15-08-23,39.2,31.9,15.9
16-08-23,39.6,29.6,16.0
17-08-23,35.8,30.1,15.8
18-08-23,35.0,30.7,15.4
19-08-23,35.3,31.4,18.3
20-08-23,35.9,32.9,18.1
21-08-23,35.8,31.2,17.8
22-08-23,36.0,30.6,17.6
23-08-23,35.5,31.0,14.6
24-08-23,36.7,32.8,15.2
25-08-23,38.9,31.7,12.8
26-08-23,39.3,31.4,13.3
27-08-23,38.7,31.6,14.4
28-08-23,37.1,28.6,14.4
29-08-23,37.1,28.9,14.0
30-08-23,36.8,28.4,12.7
31-08-23,36.3,28.3,11.8
01-09-23,35.7,29.0,12.4
02-09-23,36.1,29.2,15.1
03-09-23,36.0,30.0,18.1
04-09-23,35.6,28.9,17.8
05-09-23,35.4,29.7,14.7
06-09-23,36.6,30.6,15.8
07-09-23,36.4,31.2,15.4
08-09-23,36.2,29.6,17.2
09-09-23,35.7,28.4,19.9
10-09-23,35.0,27.8,17.7
11-09-23,37.3,27.3,17.2
12-09-23,37.0,28.7,12.6
13-09-23,35.5,28.0,11.3
14-09-23,34.9,23.8,13.9
15-09-23,36.1,24.4,11.4
16-09-23,35.5,25.3,11.9
17-09-23,35.2,26.7,12.1
18-09-23,35.6,26.0,13.4
19-09-23,37.7,25.9,10.2
20-09-23,36.1,27.7,15.3
21-09-23,35.0,28.1,11.8
22-09-23,35.3,27.7,11.4
23-09-23,37.9,28.3,10.6
24-09-23,37.8,28.6,14.8
25-09-23,36.5,26.1,15.4
26-09-23,37.2,25.6,13.0
27-09-23,35.8,27.1,11.4
28-09-23,34.9,27.5,14.2
29-09-23,33.3,27.3,13.5
30-09-23,34.3,26.9,11.5
01-10-23,33.7,26.9,13.6
02-10-23,33.3,26.3,12.3
03-10-23,34.3,23.9,12.1
04-10-23,33.8,27.1,11.7
05-10-23,33.8,23.1,11.9
06-10-23,33.2,23.5,14.6
09-10-23,33.9,20.3,14.4
10-10-23,33.1,21.7,16.2
11-10-23,33.3,18.6,9.9
12-10-23,33.6,19.9,8.3
13-10-23,32.9,24.3,10.0
14-10-23,32.9,18.8,6.8
15-10-23,32.1,15.7,6.7
16-10-23,32.6,13.4,6.7
17-10-23,33.1,14.9,6.5
18-10-23,32.2,18.8,12.2
19-10-23,31.7,21.8,11.6
20-10-23,31.7,21.9,9.2
21-10-23,31.9,23.1,7.3
22-10-23,32.4,24.4,6.4
23-10-23,31.9,25.0,6.1
24-10-23,31.6,25.2,9.7
25-10-23,31.7,25.4,9.2
26-10-23,27.6,25.2,9.1
27-10-23,28.8,25.7,11.0
28-10-23,29.6,25.6,10.9
29-10-23,30.2,23.1,10.1
30-10-23,30.9,8.7,7.4
31-10-23,30.9,9.2,7.2
01-11-23,31.7,8.1,8.1
02-11-23,31.1,10.9,6.5
03-11-23,30.5,15.4,9.3
04-11-23,29.8,19.0,6.7
05-11-23,29.3,20.2,7.8
06-11-23,29.2,21.1,7.6
07-11-23,28.7,22.9,7.8
08-11-23,28.6,23.3,6.3
09-11-23,29.7,22.1,4.1
10-11-23,29.2,14.7,3.8
11-11-23,29.1,13.9,4.7
12-11-23,28.3,16.1,4.1
13-11-23,27.6,15.4,8.0
14-11-23,27.8,16.1,7.7
15-11-23,29.1,15.5,6.5
16-11-23,28.1,16.2,4.3
17-11-23,25.2,19.4,4.6
18-11-23,26.2,18.1,8.0
19-11-23,26.6,17.3,10.8
20-11-23,27.8,21.2,9.9
21-11-23,28.0,12.6,6.3
22-11-23,28.1,8.7,11.4
23-11-23,27.1,8.6,11.0
24-11-23,26.1,12.3,4.7
25-11-23,26.4,13.1,1.4
26-11-23,26.5,11.7,1.4
27-11-23,26.2,7.7,4.7
28-11-23,26.7,10.0,2.9
29-11-23,26.8,12.1,1.4
30-11-23,25.3,17.3,0.4
01-12-23,25.4,19.8,-1.9
02-12-23,25.8,16.4,-3.7
03-12-23,25.9,14.4,-1.3
04-12-23,26.3,12.8,5.0
05-12-23,26.3,11.5,2.2
06-12-23,25.9,11.7,-0.7
07-12-23,25.3,13.6,6.0
08-12-23,24.6,20.7,7.2
09-12-23,25.1,21.5,7.8
10-12-23,24.7,9.1,6.1
11-12-23,24.2,8.4,5.7
12-12-23,24.1,10.9,7.1
13-12-23,24.1,11.1,4.1
14-12-23,24.1,15.6,5.6
15-12-23,24.2,16.0,7.9
16-12-23,22.9,13.2,10.9
17-12-23,23.5,10.2,11.5
18-12-23,23.3,11.7,11.0
19-12-23,23.3,10.2,5.8
20-12-23,23.7,14.6,8.8
21-12-23,23.2,15.7,8.8
22-12-23,22.4,17.5,7.0
23-12-23,22.3,19.2,6.6
24-12-23,23.6,16.3,9.9
25-12-23,24.5,10.2,3.6
26-12-23,24.8,8.4,1.7
27-12-23,24.2,10.7,5.9
28-12-23,23.1,6.8,6.4
29-12-23,23.9,5.9,3.6
30-12-23,24.3,8.7,2.7
31-12-23,24.4,12.7,4.3
01-01-24,24.6,12.0,2.4
02-01-24,23.5,7.6,5.8
03-01-24,22.9,9.2,5.9
04-01-24,23.5,10.4,6.1
05-01-24,22.2,10.4,3.7
06-01-24,21.9,7.8,2.6
07-01-24,21.6,9.9,1.9
08-01-24,22.8,14.1,0.7
09-01-24,22.6,7.8,3.3
10-01-24,21.7,10.6,4.2
11-01-24,20.7,17.9,3.7
12-01-24,21.1,11.7,-0.1
13-01-24,22.2,8.6,3.7
14-01-24,22.8,5.6,1.6
15-01-24,23.6,-2.4,-0.3
16-01-24,23.4,-3.7,-0.5
17-01-24,23.7,0.3,-2.0
18-01-24,22.3,10.4,-0.7
19-01-24,21.8,7.6,2.1
20-01-24,22.1,3.1,6.8
21-01-24,21.6,3.5,7.7
22-01-24,22.2,12.9,6.4
23-01-24,22.4,18.1,7.3
24-01-24,21.6,17.1,8.4
25-01-24,22.4,16.4,6.8
26-01-24,23.9,14.1,6.5
27-01-24,25.1,12.6,8.5
28-01-24,23.3,9.6,9.5
29-01-24,21.7,11.6,5.1
30-01-24,23.3,14.2,4.1
31-01-24,25.1,15.3,6.4
01-02-24,23.9,15.0,6.2
02-02-24,23.6,17.2,11.1
03-02-24,20.8,16.0,8.3
04-02-24,20.7,14.6,8.2
05-02-24,20.8,13.6,10.3
06-02-24,21.7,13.6,5.4
07-02-24,20.3,15.1,0.9
08-02-24,20.5,19.3,0.3
09-02-24,20.6,20.3,3.8
10-02-24,20.6,20.7,4.6
11-02-24,19.3,19.2,4.6
12-02-24,20.2,9.9,4.5
13-02-24,22.2,10.4,4.2
14-02-24,23.8,11.9,3.7
15-02-24,24.7,16.8,7.6
16-02-24,25.4,17.6,7.9
17-02-24,26.3,7.9,8.2
18-02-24,23.3,6.0,9.8
19-02-24,21.6,9.3,8.8
20-02-24,21.7,15.6,8.7
21-02-24,22.3,18.7,6.1
22-02-24,21.3,20.4,4.5
23-02-24,21.6,17.8,2.9
24-02-24,22.7,17.0,2.6
25-02-24,25.2,18.4,2.4
26-02-24,22.5,21.9,3.2
27-02-24,21.7,23.5,6.2
28-02-24,22.7,17.6,7.7
29-02-24,22.0,10.9,6.8
01-03-24,20.6,14.8,2.6
02-03-24,19.8,16.4,4.7
03-03-24,20.2,20.4,5.9
04-03-24,22.3,22.1,4.5
05-03-24,23.1,22.4,7.5
06-03-24,22.8,19.1,6.6
07-03-24,22.8,20.2,6.8
08-03-24,25.9,22.2,5.6
09-03-24,19.8,12.5,5.9
10-03-24,22.3,12.9,5.9
11-03-24,24.0,15.2,5.8
12-03-24,23.8,17.8,6.8
13-03-24,23.9,21.9,9.7
14-03-24,25.6,23.9,5.7
15-03-24,25.6,21.8,6.3
16-03-24,27.5,18.9,4.4
17-03-24,29.1,19.5,9.2
18-03-24,27.3,15.9,9.9
19-03-24,28.3,12.2,10.7
20-03-24,28.9,16.2,6.6
21-03-24,25.6,16.1,8.3
22-03-24,25.1,16.7,6.8
23-03-24,27.7,17.8,6.9
24-03-24,29.7,18.6,7.7
25-03-24,30.0,18.7,5.2
26-03-24,24.8,14.9,4.0
27-03-24,23.6,13.2,5.2
01-04-24,22.6,23.6,6.6
02-04-24,21.7,21.9,6.9
03-04-24,26.1,17.3,6.3
04-04-24,25.6,18.4,5.2
05-04-24,24.6,21.0,5.0
06-04-24,25.6,21.1,11.1
07-04-24,27.3,23.9,10.8
08-04-24,30.2,22.9,9.2
09-04-24,29.3,23.4,8.1
10-04-24,29.9,19.8,8.1
11-04-24,29.4,19.4,13.7
12-04-24,30.1,19.1,13.4
13-04-24,28.6,19.6,10.0
14-04-24,27.9,22.0,8.4
15-04-24,27.8,22.8,8.0
16-04-24,21.7,24.2,8.4
17-04-24,24.7,24.1,6.1
18-04-24,26.4,24.6,7.9
19-04-24,27.1,24.5,8.5
20-04-24,27.2,20.7,5.6
21-04-24,28.8,15.6,7.7
22-04-24,30.9,15.9,9.4
23-04-24,31.6,19.1,8.2
24-04-24,27.9,22.8,7.2
25-04-24,29.4,22.7,5.6
26-04-24,30.6,24.1,5.7
27-04-24,31.0,25.0,7.3
28-04-24,32.3,24.8,7.1
29-04-24,33.3,22.3,9.5
30-04-24,33.3,23.2,10.9
02-05-24,25.8,22.7,11.3
03-05-24,28.3,21.5,11.0
04-05-24,32.6,24.3,9.9
05-05-24,32.9,23.9,13.4
06-05-24,32.3,25.5,11.0
07-05-24,33.7,26.4,10.4
08-05-24,33.7,26.7,13.3
09-05-24,32.1,26.7,15.2
10-05-24,29.0,24.9,15.6
11-05-24,29.1,23.1,14.1
12-05-24,33.1,22.9,11.3
13-05-24,34.3,23.2,11.6
14-05-24,36.1,23.4,11.9
15-05-24,35.8,25.5,11.6
16-05-24,35.5,23.9,12.2
17-05-24,35.6,20.9,12.7
18-05-24,35.5,24.9,11.7
19-05-24,31.3,26.8,11.7
20-05-24,30.2,26.8,11.6
21-05-24,31.1,27.8,9.7
22-05-24,33.3,27.6,12.7
23-05-24,35.1,27.8,12.6
24-05-24,32.6,28.0,13.0
25-05-24,32.8,28.1,13.1
26-05-24,34.7,28.7,12.2
27-05-24,36.8,29.2,12.4
28-05-24,34.2,24.4,11.9
29-05-24,34.3,23.8,13.5
30-05-24,35.8,25.2,14.6
31-05-24,35.9,22.6,13.8
01-06-24,38.2,25.4,13.7
02-06-24,35.6,27.3,14.6
03-06-24,34.4,27.6,16.3
04-06-24,34.7,28.7,12.3
05-06-24,33.5,25.1,9.7
06-06-24,34.3,27.3,10.3
07-06-24,35.2,28.6,10.6
08-06-24,36.3,28.1,11.0
09-06-24,37.3,28.0,11.7
10-06-24,37.3,27.8,10.8
11-06-24,37.3,27.1,10.2
12-06-24,36.4,27.3,11.4
13-06-24,36.6,28.2,10.4
14-06-24,34.4,28.2,12.6
15-06-24,36.7,28.3,11.8
16-06-24,38.6,28.8,12.7
17-06-24,38.0,27.6,13.4
18-06-24,38.1,26.7,12.8
19-06-24,37.3,26.4,13.9
20-06-24,37.3,27.4,15.1
21-06-24,37.9,27.8,15.6
22-06-24,38.1,28.4,15.8
23-06-24,40.0,28.4,16.3
24-06-24,39.3,29.2,18.5
25-06-24,37.7,29.3,15.6
26-06-24,37.6,28.3,13.3
27-06-24,36.9,29.2,15.8
28-06-24,36.6,29.3,14.6
29-06-24,36.1,30.1,13.7
30-06-24,36.2,29.9,13.9
01-07-24,35.4,29.3,14.4
02-07-24,37.2,30.2,13.2
03-07-24,36.5,29.1,12.2
04-07-24,35.6,29.9,12.4
05-07-24,35.2,30.3,13.5
06-07-24,36.3,27.2,11.6
07-07-24,38.0,26.4,12.9
08-07-24,38.4,25.6,13.3
09-07-24,40.0,28.0,12.7
10-07-24,38.6,28.6,14.1
11-07-24,37.9,26.7,13.6
12-07-24,37.4,25.7,13.5
13-07-24,38.2,26.4,12.8
14-07-24,38.5,27.7,13.6
15-07-24,37.1,28.4,14.3
16-07-24,39.4,28.8,14.6
17-07-24,37.7,27.9,16.5
18-07-24,37.0,26.2,16.5
19-07-24,36.4,27.4,18.2
20-07-24,37.0,28.3,17.8
21-07-24,37.1,27.9,14.9
22-07-24,36.9,26.4,14.7
23-07-24,36.2,25.5,15.3
24-07-24,36.4,25.5,16.4
25-07-24,37.8,23.3,16.7
26-07-24,37.6,24.6,14.6
27-07-24,37.8,24.9,15.8
28-07-24,36.4,26.8,16.7
29-07-24,36.3,29.2,17.3
30-07-24,39.0,29.2,17.4
31-07-24,39.0,28.9,13.3
01-08-24,38.9,29.1,17.1
02-08-24,37.0,30.0,17.1
03-08-24,37.1,30.2,14.9
04-08-24,35.6,28.7,14.8
05-08-24,36.8,29.4,19.6
06-08-24,36.1,30.1,17.2
07-08-24,36.7,30.4,15.7
08-08-24,37.1,30.2,14.7
09-08-24,36.4,29.9,16.3
10-08-24,36.8,28.8,16.5
11-08-24,37.5,28.9,15.4
13-08-24,38.3,29.3,14.9
14-08-24,38.0,29.5,15.5
15-08-24,37.5,29.2,15.2
16-08-24,37.4,30.0,13.9
17-08-24,36.1,30.1,14.8
18-08-24,36.0,30.2,14.7
19-08-24,36.4,30.0,14.4
20-08-24,36.6,30.9,13.6
21-08-24,34.8,30.1,13.6
22-08-24,35.2,30.0,15.4
23-08-24,36.0,29.5,13.3
24-08-24,37.9,28.9,12.8
25-08-24,37.4,28.7,12.9
26-08-24,35.9,26.5,13.9
27-08-24,35.9,25.7,17.1
28-08-24,36.9,27.1,16.2
29-08-24,36.8,25.7,14.0
30-08-24,35.6,25.6,13.5
31-08-24,39.1,26.3,12.0
01-09-24,35.9,26.8,13.9
02-09-24,36.7,27.5,14.7
03-09-24,36.8,27.9,12.7
04-09-24,35.6,26.5,12.2
05-09-24,35.3,25.7,15.0
06-09-24,34.6,24.3,14.7
07-09-24,35.5,24.6,14.8
